,cname,avgscrread,avgscreng,avgscrmath,avgscrsci,numtsttakr
1702,Santa Clara,23.0,22.0,23.0,22.0,37.0
1703,San Bernardino,20.0,18.0,20.0,19.0,154.0
1704,Ventura,29.0,29.0,27.0,27.0,152.0
1705,Ventura,0.0,0.0,0.0,0.0,5.0
1706,El Dorado,26.0,26.0,27.0,26.0,201.0
1708,Stanislaus,0.0,0.0,0.0,0.0,1.0
1709,Stanislaus,25.0,24.0,24.0,23.0,37.0
1710,Alameda,23.0,22.0,25.0,22.0,18.0
1711,Alameda,19.0,19.0,19.0,19.0,74.0
1713,Alameda,0.0,0.0,0.0,0.0,6.0
1714,Alameda,26.0,26.0,21.0,23.0,30.0
1715,Alameda,26.0,25.0,25.0,24.0,131.0
1716,Alameda,17.0,15.0,19.0,18.0,53.0
1717,Placer,26.0,25.0,25.0,25.0,74.0
1719,San Diego,0.0,0.0,0.0,0.0,2.0
1720,Orange,0.0,0.0,0.0,0.0,9.0
1721,Santa Cruz,0.0,0.0,0.0,0.0,4.0
1722,Orange,23.0,23.0,22.0,24.0,19.0
1723,San Mateo,0.0,0.0,0.0,0.0,13.0
1724,San Diego,21.0,19.0,20.0,20.0,76.0
1725,San Francisco,17.0,16.0,17.0,18.0,38.0
1726,Orange,29.0,29.0,25.0,26.0,190.0
1729,Santa Barbara,0.0,0.0,0.0,0.0,1.0
1731,San Diego,23.0,22.0,22.0,22.0,98.0
1732,San Bernardino,19.0,17.0,19.0,18.0,81.0
1735,Orange,0.0,0.0,0.0,0.0,3.0
1736,Los Angeles,0.0,0.0,0.0,0.0,4.0
1737,Los Angeles,0.0,0.0,0.0,0.0,1.0
1740,Los Angeles,0.0,0.0,0.0,0.0,3.0
1741,Los Angeles,0.0,0.0,0.0,0.0,1.0
1746,Fresno,16.0,15.0,16.0,16.0,33.0
1747,San Diego,19.0,18.0,18.0,19.0,101.0
1748,Orange,0.0,0.0,0.0,0.0,7.0
1751,Santa Barbara,25.0,26.0,25.0,25.0,49.0
1752,Stanislaus,23.0,22.0,23.0,22.0,18.0
1753,Glenn,23.0,21.0,19.0,21.0,37.0
1754,Tulare,17.0,15.0,17.0,17.0,85.0
1755,Butte,21.0,19.0,20.0,21.0,19.0
1756,Los Angeles,18.0,17.0,18.0,19.0,69.0
1757,Los Angeles,0.0,0.0,0.0,0.0,12.0
1758,San Diego,22.0,21.0,21.0,20.0,67.0
1759,Orange,0.0,0.0,0.0,0.0,1.0
1760,Orange,31.0,32.0,30.0,30.0,56.0
1761,Ventura,21.0,22.0,22.0,21.0,31.0
1762,Merced,20.0,20.0,19.0,19.0,39.0
1765,Santa Cruz,0.0,0.0,0.0,0.0,2.0
1766,Santa Cruz,29.0,29.0,27.0,27.0,48.0
1767,Monterey,26.0,27.0,26.0,26.0,31.0
1768,San Bernardino,16.0,16.0,16.0,17.0,77.0
1769,San Joaquin,0.0,0.0,0.0,0.0,13.0
1770,San Diego,0.0,0.0,0.0,0.0,5.0
1772,Orange,24.0,24.0,25.0,24.0,36.0
1773,Ventura,22.0,20.0,21.0,21.0,16.0
1774,Santa Cruz,18.0,16.0,17.0,18.0,71.0
1775,Los Angeles,28.0,28.0,26.0,26.0,207.0
1776,Riverside,26.0,24.0,23.0,24.0,84.0
1777,Riverside,19.0,18.0,19.0,19.0,119.0
1778,Los Angeles,21.0,21.0,20.0,21.0,31.0
1779,Los Angeles,19.0,18.0,17.0,18.0,24.0
1780,Santa Clara,28.0,28.0,28.0,28.0,231.0
1781,Riverside,0.0,0.0,0.0,0.0,7.0
1782,Riverside,21.0,19.0,20.0,20.0,73.0
1783,Los Angeles,0.0,0.0,0.0,0.0,11.0
1784,Los Angeles,26.0,27.0,26.0,25.0,208.0
1785,Los Angeles,28.0,28.0,27.0,27.0,217.0
1786,Los Angeles,0.0,0.0,0.0,0.0,10.0
1787,Butte,0.0,0.0,0.0,0.0,1.0
1788,Butte,23.0,21.0,24.0,23.0,22.0
1789,Los Angeles,21.0,21.0,21.0,22.0,61.0
1790,Orange,0.0,0.0,0.0,0.0,4.0
1791,Fresno,18.0,16.0,18.0,18.0,33.0
1792,Los Angeles,22.0,20.0,20.0,20.0,47.0
1793,Sacramento,0.0,0.0,0.0,0.0,1.0
1794,San Luis Obispo,23.0,22.0,22.0,22.0,89.0
1797,Sonoma,0.0,0.0,0.0,0.0,1.0
1798,Riverside,22.0,20.0,21.0,20.0,37.0
1799,Stanislaus,24.0,22.0,21.0,21.0,15.0
1800,Los Angeles,16.0,14.0,16.0,15.0,20.0
1801,Riverside,17.0,16.0,17.0,17.0,152.0
1802,San Mateo,0.0,0.0,0.0,0.0,2.0
1803,Sonoma,25.0,24.0,23.0,24.0,78.0
1804,Stanislaus,0.0,0.0,0.0,0.0,14.0
1805,Fresno,0.0,0.0,0.0,0.0,4.0
1806,Los Angeles,19.0,17.0,18.0,18.0,89.0
1807,Shasta,0.0,0.0,0.0,0.0,1.0
1808,Placer,0.0,0.0,0.0,0.0,1.0
1809,Alameda,30.0,32.0,29.0,29.0,111.0
1810,Santa Clara,26.0,26.0,27.0,26.0,48.0
1811,Colusa,19.0,17.0,19.0,19.0,16.0
1812,Sonoma,22.0,20.0,20.0,21.0,47.0
1814,Contra Costa,21.0,21.0,21.0,21.0,33.0
1815,Los Angeles,18.0,17.0,20.0,18.0,88.0
1816,Santa Clara,27.0,26.0,25.0,25.0,92.0
1817,Yolo,20.0,19.0,20.0,21.0,80.0
1818,Santa Barbara,20.0,19.0,21.0,19.0,92.0
1819,Contra Costa,19.0,19.0,19.0,19.0,155.0
1823,Riverside,0.0,0.0,0.0,0.0,1.0
1824,Sonoma,0.0,0.0,0.0,0.0,1.0
1825,Placer,24.0,22.0,23.0,23.0,64.0
1826,Sacramento,26.0,25.0,27.0,25.0,162.0
1827,Butte,23.0,23.0,24.0,23.0,84.0
1828,Plumas,0.0,0.0,0.0,0.0,2.0
1829,Mendocino,0.0,0.0,0.0,0.0,3.0
1830,San Diego,26.0,25.0,24.0,25.0,157.0
1832,Riverside,23.0,21.0,22.0,21.0,42.0
1833,Los Angeles,25.0,24.0,24.0,24.0,137.0
1834,Los Angeles,18.0,18.0,18.0,18.0,58.0
1835,El Dorado,25.0,24.0,25.0,25.0,105.0
1836,Los Angeles,22.0,21.0,22.0,21.0,38.0
1837,Tulare,19.0,18.0,19.0,19.0,88.0
1838,Plumas,0.0,0.0,0.0,0.0,2.0
1840,San Diego,24.0,23.0,24.0,23.0,195.0
1841,San Diego,21.0,20.0,20.0,20.0,100.0
1844,Santa Clara,26.0,26.0,25.0,26.0,65.0
1845,Contra Costa,0.0,0.0,0.0,0.0,1.0
1847,Solano,0.0,0.0,0.0,0.0,3.0
1849,Los Angeles,0.0,0.0,0.0,0.0,13.0
1850,Los Angeles,16.0,16.0,17.0,17.0,52.0
1851,Los Angeles,17.0,16.0,18.0,18.0,83.0
1852,Los Angeles,15.0,15.0,17.0,17.0,68.0
1853,Los Angeles,18.0,17.0,18.0,17.0,93.0
1854,Los Angeles,16.0,15.0,17.0,16.0,22.0
1855,Los Angeles,16.0,15.0,17.0,17.0,89.0
1857,Los Angeles,26.0,25.0,23.0,24.0,68.0
1858,Plumas,0.0,0.0,0.0,0.0,2.0
1859,Los Angeles,21.0,21.0,19.0,20.0,48.0
1860,San Diego,23.0,22.0,23.0,23.0,80.0
1861,Riverside,20.0,18.0,19.0,19.0,127.0
1862,Orange,0.0,0.0,0.0,0.0,12.0
1863,San Diego,25.0,25.0,26.0,25.0,189.0
1864,San Diego,23.0,22.0,23.0,22.0,63.0
1865,Ventura,25.0,25.0,23.0,24.0,30.0
1866,Sonoma,20.0,18.0,20.0,20.0,38.0
1867,San Bernardino,23.0,22.0,22.0,22.0,77.0
1868,Los Angeles,0.0,0.0,0.0,0.0,1.0
1869,Los Angeles,16.0,15.0,17.0,17.0,43.0
1871,Riverside,22.0,20.0,19.0,20.0,36.0
1872,Riverside,20.0,19.0,19.0,19.0,37.0
1874,Tehama,20.0,19.0,20.0,20.0,151.0
1875,San Bernardino,23.0,22.0,23.0,22.0,92.0
1876,San Bernardino,28.0,27.0,28.0,27.0,46.0
1877,Los Angeles,24.0,24.0,23.0,24.0,267.0
1879,Marin,28.0,28.0,27.0,27.0,176.0
1880,Tulare,23.0,23.0,22.0,23.0,74.0
1881,Fresno,20.0,18.0,18.0,19.0,105.0
1882,Fresno,17.0,16.0,18.0,17.0,31.0
1883,Los Angeles,23.0,24.0,20.0,21.0,40.0
1884,Los Angeles,0.0,0.0,0.0,0.0,1.0
1885,Los Angeles,20.0,20.0,20.0,21.0,18.0
1886,San Bernardino,19.0,18.0,20.0,20.0,93.0
1887,Orange,0.0,0.0,0.0,0.0,1.0
1888,Contra Costa,18.0,16.0,17.0,17.0,70.0
1889,Kern,19.0,17.0,18.0,19.0,54.0
1890,San Bernardino,25.0,24.0,22.0,24.0,26.0
1891,Sacramento,25.0,26.0,25.0,24.0,84.0
1892,Sacramento,20.0,19.0,20.0,20.0,28.0
1893,Ventura,22.0,22.0,22.0,22.0,37.0
1894,San Joaquin,0.0,0.0,0.0,0.0,5.0
1895,Sacramento,19.0,19.0,18.0,19.0,22.0
1896,San Joaquin,25.0,23.0,23.0,23.0,37.0
1897,Yolo,21.0,19.0,20.0,20.0,54.0
1898,Ventura,0.0,0.0,0.0,0.0,2.0
1899,Riverside,0.0,0.0,0.0,0.0,10.0
1900,San Diego,28.0,26.0,26.0,27.0,15.0
1901,Sutter,23.0,22.0,22.0,23.0,59.0
1902,Stanislaus,0.0,0.0,0.0,0.0,2.0
1903,Riverside,0.0,0.0,0.0,0.0,1.0
1904,Fresno,16.0,15.0,18.0,18.0,50.0
1906,San Bernardino,18.0,18.0,17.0,19.0,17.0
1907,Riverside,29.0,28.0,25.0,25.0,22.0
1908,Riverside,0.0,0.0,0.0,0.0,3.0
1909,Kern,20.0,18.0,20.0,20.0,54.0
1910,Los Angeles,0.0,0.0,0.0,0.0,14.0
1911,Placer,25.0,25.0,25.0,24.0,164.0
1912,Placer,0.0,0.0,0.0,0.0,3.0
1913,San Joaquin,19.0,18.0,20.0,19.0,62.0
1915,Fresno,16.0,14.0,16.0,17.0,18.0
1916,Kern,0.0,0.0,0.0,0.0,6.0
1917,Sonoma,17.0,16.0,18.0,18.0,89.0
1918,Los Angeles,26.0,25.0,25.0,24.0,51.0
1919,Sacramento,21.0,19.0,20.0,20.0,32.0
1920,Placer,23.0,22.0,22.0,22.0,110.0
1922,Ventura,25.0,25.0,24.0,25.0,55.0
1923,San Bernardino,25.0,26.0,25.0,25.0,133.0
1924,Riverside,17.0,17.0,17.0,18.0,74.0
1925,San Francisco,0.0,0.0,0.0,0.0,1.0
1926,San Francisco,13.0,12.0,16.0,15.0,43.0
1927,Sacramento,17.0,16.0,17.0,17.0,144.0
1928,Orange,18.0,16.0,19.0,18.0,109.0
1929,San Diego,27.0,28.0,27.0,26.0,103.0
1930,Napa,25.0,26.0,22.0,23.0,28.0
1931,Monterey,22.0,21.0,21.0,21.0,137.0
1932,Orange,21.0,21.0,20.0,20.0,26.0
1933,San Benito,21.0,20.0,21.0,21.0,118.0
1934,San Bernardino,20.0,18.0,19.0,19.0,71.0
1935,Orange,26.0,26.0,25.0,25.0,310.0
1936,San Diego,0.0,0.0,0.0,0.0,6.0
1937,San Diego,25.0,24.0,23.0,24.0,99.0
1938,San Diego,0.0,0.0,0.0,0.0,4.0
1939,San Diego,21.0,20.0,19.0,20.0,19.0
1940,San Diego,0.0,0.0,0.0,0.0,13.0
1941,San Diego,0.0,0.0,0.0,0.0,5.0
1942,San Diego,0.0,0.0,0.0,0.0,1.0
1943,San Diego,27.0,27.0,26.0,25.0,217.0
1944,Los Angeles,24.0,23.0,24.0,23.0,42.0
1945,Los Angeles,18.0,17.0,18.0,18.0,75.0
1946,Los Angeles,21.0,20.0,21.0,21.0,54.0
1947,San Bernardino,19.0,19.0,19.0,20.0,24.0
1948,Riverside,19.0,19.0,18.0,18.0,30.0
1949,Riverside,0.0,0.0,0.0,0.0,4.0
1951,Santa Clara,0.0,0.0,0.0,0.0,5.0
1952,Sacramento,0.0,0.0,0.0,0.0,3.0
1953,Sacramento,19.0,17.0,18.0,18.0,32.0
1954,Orange,26.0,26.0,25.0,25.0,199.0
1955,Alameda,22.0,21.0,21.0,22.0,78.0
1956,Alameda,20.0,19.0,20.0,19.0,48.0
1957,Santa Cruz,26.0,26.0,23.0,25.0,20.0
1958,San Luis Obispo,0.0,0.0,0.0,0.0,1.0
1959,San Luis Obispo,26.0,25.0,25.0,24.0,139.0
1960,San Diego,25.0,24.0,23.0,24.0,244.0
1961,Santa Barbara,25.0,25.0,24.0,25.0,106.0
1962,Marin,26.0,25.0,25.0,24.0,107.0
1963,Los Angeles,28.0,29.0,29.0,27.0,95.0
1964,San Mateo,28.0,28.0,27.0,27.0,73.0
1965,San Diego,0.0,0.0,0.0,0.0,3.0
1966,San Diego,22.0,20.0,21.0,21.0,98.0
1967,Imperial,0.0,0.0,0.0,0.0,6.0
1968,Los Angeles,21.0,20.0,20.0,20.0,49.0
1969,Marin,24.0,23.0,23.0,22.0,84.0
1970,Contra Costa,27.0,27.0,26.0,26.0,282.0
1971,San Diego,18.0,17.0,19.0,18.0,139.0
1972,Fresno,21.0,19.0,20.0,20.0,61.0
1973,Orange,17.0,16.0,18.0,18.0,85.0
1974,Santa Barbara,25.0,24.0,23.0,23.0,126.0
1975,Santa Clara,26.0,26.0,26.0,25.0,53.0
1976,Los Angeles,0.0,0.0,0.0,0.0,11.0
1978,Santa Cruz,26.0,25.0,26.0,25.0,50.0
1979,Los Angeles,21.0,20.0,20.0,20.0,114.0
1980,Santa Barbara,18.0,17.0,19.0,19.0,93.0
1981,Los Angeles,27.0,26.0,25.0,25.0,244.0
1982,Ventura,20.0,18.0,19.0,20.0,126.0
1983,Riverside,24.0,24.0,23.0,23.0,18.0
1984,Sonoma,27.0,25.0,25.0,24.0,87.0
1985,Ventura,28.0,27.0,25.0,26.0,26.0
1986,Santa Clara,26.0,26.0,25.0,25.0,67.0
1987,Santa Barbara,26.0,24.0,22.0,22.0,50.0
1988,San Diego,21.0,21.0,23.0,21.0,47.0
1989,Los Angeles,18.0,16.0,17.0,17.0,24.0
1990,Orange,18.0,18.0,20.0,20.0,29.0
1991,Riverside,23.0,22.0,22.0,22.0,179.0
1992,Santa Clara,31.0,32.0,31.0,30.0,121.0
1993,Los Angeles,25.0,23.0,24.0,23.0,121.0
1994,Sacramento,0.0,0.0,0.0,0.0,1.0
1997,Orange,20.0,20.0,19.0,19.0,42.0
1998,Los Angeles,0.0,0.0,0.0,0.0,1.0
2000,San Diego,0.0,0.0,0.0,0.0,3.0
2001,Los Angeles,0.0,0.0,0.0,0.0,6.0
2002,Los Angeles,0.0,0.0,0.0,0.0,8.0
2003,Los Angeles,0.0,0.0,0.0,0.0,10.0
2004,Sacramento,0.0,0.0,0.0,0.0,2.0
2007,Los Angeles,20.0,21.0,21.0,21.0,40.0
2008,Los Angeles,19.0,18.0,19.0,18.0,46.0
2009,Santa Cruz,27.0,26.0,25.0,25.0,60.0
2010,San Diego,28.0,28.0,27.0,27.0,203.0
2011,Monterey,21.0,19.0,20.0,20.0,34.0
2012,Orange,17.0,16.0,18.0,17.0,480.0
2013,Fresno,0.0,0.0,0.0,0.0,12.0
2015,San Mateo,24.0,23.0,23.0,23.0,122.0
2016,San Diego,23.0,23.0,23.0,23.0,35.0
2017,San Bernardino,22.0,21.0,23.0,22.0,56.0
2018,Riverside,18.0,17.0,17.0,18.0,34.0
2019,San Bernardino,0.0,0.0,0.0,0.0,1.0
2020,Kern,21.0,19.0,20.0,20.0,44.0
2021,San Luis Obispo,0.0,0.0,0.0,0.0,2.0
2022,Shasta,0.0,0.0,0.0,0.0,6.0
2024,Shasta,27.0,26.0,25.0,25.0,46.0
2025,Sacramento,23.0,21.0,22.0,22.0,82.0
2026,Los Angeles,25.0,25.0,23.0,24.0,47.0
2027,Madera,0.0,0.0,0.0,0.0,2.0
2030,Nevada,0.0,0.0,0.0,0.0,1.0
2032,San Joaquin,24.0,23.0,22.0,22.0,35.0
2033,Fresno,0.0,0.0,0.0,0.0,14.0
2034,Kings,0.0,0.0,0.0,0.0,10.0
2036,Los Angeles,19.0,18.0,19.0,19.0,108.0
2038,Santa Clara,25.0,25.0,26.0,25.0,50.0
2039,Alameda,0.0,0.0,0.0,0.0,11.0
2040,San Bernardino,0.0,0.0,0.0,0.0,2.0
2041,San Bernardino,19.0,18.0,17.0,19.0,71.0
2042,Ventura,23.0,24.0,23.0,23.0,75.0
2043,Marin,28.0,28.0,25.0,25.0,84.0
2045,San Bernardino,0.0,0.0,0.0,0.0,1.0
2046,Alameda,22.0,21.0,20.0,20.0,66.0
2047,Santa Cruz,0.0,0.0,0.0,0.0,1.0
2048,Los Angeles,23.0,22.0,22.0,21.0,34.0
2049,Los Angeles,0.0,0.0,0.0,0.0,8.0
2050,Monterey,18.0,16.0,17.0,18.0,69.0
2052,Sonoma,25.0,24.0,23.0,23.0,47.0
2053,Tuolumne,0.0,0.0,0.0,0.0,11.0
2054,Orange,24.0,23.0,23.0,23.0,68.0
2055,Santa Cruz,25.0,23.0,22.0,22.0,81.0
2056,Los Angeles,19.0,18.0,17.0,18.0,152.0
2057,Los Angeles,19.0,19.0,19.0,20.0,57.0
2058,Humboldt,0.0,0.0,0.0,0.0,9.0
2059,Los Angeles,18.0,17.0,17.0,18.0,224.0
2060,Kern,18.0,18.0,20.0,19.0,31.0
2061,Los Angeles,25.0,25.0,26.0,25.0,139.0
2062,Los Angeles,23.0,23.0,22.0,23.0,17.0
2063,Los Angeles,28.0,27.0,27.0,27.0,93.0
2064,San Mateo,22.0,23.0,25.0,23.0,20.0
2065,Sutter,0.0,0.0,0.0,0.0,6.0
2066,El Dorado,23.0,22.0,22.0,22.0,54.0
2067,Imperial,18.0,17.0,19.0,19.0,116.0
2068,San Diego,18.0,17.0,18.0,19.0,73.0
2069,San Joaquin,19.0,18.0,19.0,19.0,18.0
2070,State of California,22.0,22.0,22.0,22.0,82668.0
2071,San Diego,24.0,23.0,23.0,24.0,125.0
2073,Los Angeles,19.0,19.0,18.0,19.0,44.0
2074,Kern,25.0,25.0,24.0,23.0,99.0
2075,San Joaquin,0.0,0.0,0.0,0.0,2.0
2076,San Joaquin,23.0,21.0,21.0,20.0,72.0
2078,Tulare,0.0,0.0,0.0,0.0,11.0
2079,Alameda,0.0,0.0,0.0,0.0,5.0
2081,San Bernardino,21.0,19.0,21.0,21.0,21.0
2082,Tuolumne,0.0,0.0,0.0,0.0,12.0
2083,Tulare,0.0,0.0,0.0,0.0,5.0
2084,San Bernardino,17.0,15.0,17.0,17.0,512.0
2085,San Bernardino,0.0,0.0,0.0,0.0,1.0
2086,San Mateo,21.0,21.0,20.0,22.0,43.0
2087,Santa Clara,20.0,20.0,20.0,20.0,38.0
2088,San Mateo,23.0,22.0,21.0,22.0,49.0
2089,Santa Clara,22.0,22.0,21.0,22.0,31.0
2091,Los Angeles,0.0,0.0,0.0,0.0,1.0
2092,Los Angeles,18.0,17.0,19.0,19.0,29.0
2093,Orange,26.0,27.0,27.0,26.0,119.0
2094,Fresno,18.0,17.0,17.0,18.0,120.0
2095,San Diego,0.0,0.0,0.0,0.0,5.0
2096,Riverside,0.0,0.0,0.0,0.0,2.0
2097,Los Angeles,16.0,15.0,16.0,15.0,48.0
2098,Sutter,25.0,22.0,24.0,23.0,22.0
2101,San Diego,20.0,19.0,19.0,20.0,96.0
2103,Los Angeles,0.0,0.0,0.0,0.0,11.0
2104,Los Angeles,20.0,18.0,19.0,19.0,45.0
2105,Los Angeles,19.0,19.0,20.0,19.0,15.0
2106,Los Angeles,24.0,23.0,22.0,23.0,80.0
2108,Kern,21.0,18.0,19.0,19.0,35.0
2109,Placer,26.0,26.0,25.0,25.0,45.0
2110,Riverside,19.0,17.0,18.0,19.0,28.0
2111,Marin,29.0,29.0,26.0,27.0,145.0
2112,Marin,0.0,0.0,0.0,0.0,7.0
2113,San Bernardino,0.0,0.0,0.0,0.0,1.0
2114,Los Angeles,0.0,0.0,0.0,0.0,14.0
2115,Sonoma,27.0,27.0,26.0,25.0,24.0
2116,Kern,0.0,0.0,0.0,0.0,14.0
2118,Riverside,26.0,25.0,22.0,23.0,20.0
2119,Riverside,23.0,22.0,22.0,23.0,215.0
2120,Riverside,21.0,20.0,20.0,20.0,63.0
2121,Los Angeles,27.0,27.0,27.0,26.0,90.0
2122,San Luis Obispo,24.0,24.0,22.0,23.0,69.0
2124,Alameda,0.0,0.0,0.0,0.0,13.0
2125,Marin,25.0,24.0,23.0,23.0,56.0
2126,San Mateo,27.0,26.0,25.0,26.0,23.0
2127,Orange,26.0,26.0,25.0,25.0,259.0
2129,Ventura,0.0,0.0,0.0,0.0,4.0
2130,Sacramento,0.0,0.0,0.0,0.0,6.0
2131,San Diego,19.0,18.0,19.0,20.0,97.0
2133,Los Angeles,16.0,15.0,16.0,16.0,68.0
2134,Los Angeles,0.0,0.0,0.0,0.0,11.0
2135,Stanislaus,21.0,20.0,21.0,21.0,69.0
2136,Los Angeles,15.0,14.0,16.0,16.0,50.0
2138,Ventura,27.0,26.0,26.0,26.0,119.0
2140,San Joaquin,21.0,20.0,22.0,22.0,92.0
2141,Marin,0.0,0.0,0.0,0.0,4.0
2142,Los Angeles,24.0,23.0,23.0,23.0,105.0
2143,San Diego,28.0,28.0,28.0,28.0,355.0
2144,Orange,26.0,26.0,26.0,25.0,152.0
2145,San Joaquin,24.0,24.0,23.0,23.0,60.0
2146,Fresno,15.0,14.0,15.0,15.0,19.0
2147,Trinity,24.0,24.0,23.0,23.0,15.0
2148,Santa Barbara,0.0,0.0,0.0,0.0,3.0
2150,Orange,30.0,30.0,30.0,29.0,178.0
2151,Tulare,21.0,19.0,21.0,20.0,66.0
2152,Tulare,20.0,18.0,18.0,19.0,93.0
2153,Modoc,18.0,15.0,17.0,18.0,15.0
2154,Stanislaus,24.0,22.0,22.0,22.0,53.0
2156,Orange,21.0,18.0,20.0,20.0,164.0
2157,San Diego,0.0,0.0,0.0,0.0,1.0
2158,San Bernardino,0.0,0.0,0.0,0.0,5.0
2159,Los Angeles,18.0,16.0,18.0,18.0,21.0
2160,Mendocino,25.0,23.0,23.0,22.0,22.0
2161,Mendocino,0.0,0.0,0.0,0.0,1.0
2162,Los Angeles,21.0,21.0,21.0,21.0,41.0
2163,El Dorado,24.0,23.0,22.0,22.0,48.0
2164,San Diego,27.0,27.0,26.0,26.0,115.0
2165,Fresno,28.0,28.0,25.0,26.0,86.0
2166,Orange,29.0,29.0,29.0,28.0,233.0
2167,Los Angeles,21.0,21.0,20.0,20.0,58.0
2169,Shasta,28.0,27.0,27.0,27.0,24.0
2170,San Bernardino,22.0,22.0,22.0,21.0,43.0
2171,Santa Clara,27.0,28.0,27.0,27.0,33.0
2172,Tulare,0.0,0.0,0.0,0.0,13.0
2173,Los Angeles,18.0,16.0,18.0,18.0,34.0
2174,San Bernardino,21.0,21.0,21.0,21.0,62.0
2179,Lake,18.0,16.0,17.0,17.0,18.0
2181,Solano,22.0,22.0,22.0,22.0,58.0
2183,Los Angeles,25.0,25.0,25.0,24.0,163.0
2184,Orange,23.0,22.0,24.0,23.0,173.0
2185,San Diego,25.0,24.0,24.0,24.0,85.0
2188,Santa Barbara,0.0,0.0,0.0,0.0,1.0
2189,Solano,0.0,0.0,0.0,0.0,12.0
2190,Los Angeles,21.0,20.0,19.0,20.0,30.0
2191,San Diego,22.0,21.0,21.0,22.0,50.0
2194,Sacramento,19.0,18.0,19.0,20.0,70.0
2195,Orange,18.0,17.0,18.0,18.0,66.0
2196,Los Angeles,26.0,22.0,20.0,22.0,20.0
2198,Sonoma,0.0,0.0,0.0,0.0,1.0
2199,Riverside,22.0,21.0,21.0,21.0,36.0
2200,Los Angeles,15.0,15.0,17.0,17.0,82.0
2201,Los Angeles,26.0,26.0,25.0,25.0,97.0
2202,Solano,25.0,23.0,23.0,24.0,40.0
2203,Los Angeles,0.0,0.0,0.0,0.0,8.0
2204,Los Angeles,18.0,17.0,17.0,18.0,35.0
2205,Los Angeles,23.0,22.0,22.0,22.0,96.0
2206,Ventura,24.0,22.0,22.0,22.0,88.0
2207,Contra Costa,0.0,0.0,0.0,0.0,5.0
2208,San Joaquin,18.0,17.0,17.0,18.0,22.0
2209,Los Angeles,0.0,0.0,0.0,0.0,4.0
2210,Los Angeles,0.0,0.0,0.0,0.0,14.0
2211,San Bernardino,18.0,17.0,19.0,18.0,39.0
2212,Los Angeles,0.0,0.0,0.0,0.0,4.0
2213,Orange,25.0,26.0,25.0,25.0,85.0
2214,Los Angeles,0.0,0.0,0.0,0.0,6.0
2215,Alameda,0.0,0.0,0.0,0.0,3.0
2216,Napa,22.0,20.0,21.0,21.0,59.0
2217,Tulare,0.0,0.0,0.0,0.0,3.0
2218,Tulare,0.0,0.0,0.0,0.0,3.0
2219,Sacramento,0.0,0.0,0.0,0.0,13.0
2221,Sacramento,26.0,27.0,26.0,26.0,107.0
2222,Riverside,18.0,17.0,18.0,18.0,121.0
2223,San Diego,23.0,21.0,21.0,22.0,60.0
2224,Contra Costa,0.0,0.0,0.0,0.0,2.0
2225,Riverside,24.0,22.0,23.0,22.0,165.0
2227,Contra Costa,0.0,0.0,0.0,0.0,5.0
2230,Los Angeles,0.0,0.0,0.0,0.0,5.0
2232,San Francisco,23.0,23.0,22.0,23.0,33.0
2233,Los Angeles,0.0,0.0,0.0,0.0,7.0
2234,Los Angeles,27.0,27.0,28.0,27.0,128.0
2235,Sacramento,0.0,0.0,0.0,0.0,2.0
2236,Los Angeles,23.0,23.0,23.0,22.0,48.0
2237,Kern,19.0,18.0,20.0,20.0,71.0
2238,San Francisco,21.0,21.0,22.0,22.0,94.0
2240,Fresno,16.0,15.0,16.0,16.0,121.0
2241,Alameda,28.0,28.0,28.0,27.0,65.0
2242,Stanislaus,0.0,0.0,0.0,0.0,2.0
2243,Santa Cruz,17.0,16.0,18.0,18.0,110.0
2244,San Joaquin,0.0,0.0,0.0,0.0,5.0
2245,Siskiyou,0.0,0.0,0.0,0.0,8.0
2246,Los Angeles,18.0,17.0,18.0,18.0,35.0
2247,Los Angeles,0.0,0.0,0.0,0.0,13.0
2248,Sacramento,25.0,24.0,23.0,23.0,46.0
2249,Los Angeles,24.0,24.0,24.0,23.0,25.0
2250,Kern,20.0,18.0,20.0,20.0,51.0
2251,Los Angeles,25.0,26.0,25.0,25.0,123.0
2252,San Diego,25.0,24.0,23.0,23.0,49.0
2255,Los Angeles,27.0,27.0,26.0,26.0,182.0
2256,Riverside,0.0,0.0,0.0,0.0,4.0
2257,Shasta,24.0,21.0,21.0,23.0,23.0
2258,Riverside,19.0,18.0,18.0,19.0,72.0
2259,Riverside,26.0,25.0,23.0,24.0,21.0
2260,Orange,19.0,18.0,20.0,20.0,54.0
2261,Placer,26.0,24.0,21.0,24.0,32.0
2262,Ventura,27.0,28.0,26.0,26.0,146.0
2263,Orange,22.0,21.0,23.0,22.0,48.0
2264,Santa Clara,28.0,28.0,25.0,26.0,71.0
2265,San Mateo,24.0,25.0,25.0,24.0,28.0
2266,San Joaquin,0.0,0.0,0.0,0.0,11.0
2267,San Diego,28.0,29.0,28.0,27.0,212.0
2268,Yuba,23.0,21.0,21.0,22.0,18.0
2269,Los Angeles,0.0,0.0,0.0,0.0,1.0
2270,Stanislaus,0.0,0.0,0.0,0.0,2.0
2271,Los Angeles,31.0,31.0,30.0,29.0,55.0
2272,Placer,26.0,25.0,25.0,25.0,112.0
2273,Los Angeles,18.0,18.0,19.0,18.0,60.0
2274,Solano,24.0,23.0,24.0,23.0,30.0
